0	1
tyrannical behavior	Name_Calling,Labeling
we are immensely grateful for all the massive support that was given to us across the Internet	Exaggeration,Minimisation
Leading brave conservative figures	Name_Calling,Labeling
with absolutely no explanation	Exaggeration,Minimisation
the leftist totalitarians	Name_Calling,Labeling
totalitarians	Repetition
brave conservative truth-tellers	Name_Calling,Labeling
especially disturbing	Loaded_Language
smear	Loaded_Language
the Southern Poverty Law Center (SPLC) hate machine	Name_Calling,Labeling
trying to run the Center out of business and suffocate free speech in America	Loaded_Language
and suffocate free speech in America	Flag-Waving
are preparing new attacks against the Freedom Center and other conservative groups and individuals 24/7	Exaggeration,Minimisation
smeared	Loaded_Language
falsely and maliciously	Loaded_Language
disgusting and venomous level	Loaded_Language
destructive agenda	Loaded_Language
the Stalinist Left's	Bandwagon,Reductio_ad_hitlerum
the Stalinist Left's war on America and on everything on which it stands	Flag-Waving
the truth-tellers	Name_Calling,Labeling
pernicious assault	Loaded_Language
the fascist Left	Bandwagon,Reductio_ad_hitlerum
The battle for America -- and for the West -- is on	Flag-Waving
immensely grateful	Loaded_Language
why would Facebook remove such a page, let alone in such a fascistic manner -- and never explain why	Doubt
I categorically and unequivocally deny this allegation	Loaded_Language
character assassination	Slogans
vehemently denied	Loaded_Language
This is nothing more than a last-minute attempt at character assassination, and there should no delay in confirming Judge Kavanaugh	Appeal_to_Authority
despicable tactic	Loaded_Language
have sunk to their lowest level	Loaded_Language
categorically and unequivocally deny	Loaded_Language
cesspool of public gossip	Loaded_Language
How convenient	Loaded_Language
stumbling drunk	Loaded_Language
serial sexual predator	Name_Calling,Labeling
Ted “Chappaquiddick” Kennedy	Name_Calling,Labeling
seeking to torpedo	Loaded_Language
shameless smear campaign	Loaded_Language
this is all a ruse to block Judge Kavanaugh's confirmation by all means necessary	Causal_Oversimplification
slink back into their shadowy corner	Loaded_Language
Character Assassination	Slogans
gaping hole in the therapist’s notes	Loaded_Language
character assassination	Slogans
leftist colleagues	Name_Calling,Labeling
elitist boys’ school	Name_Calling,Labeling
Ms. Ford may believe her story to be true, but the lack of any credible corroborating evidence, her partial memory of details surrounding the alleged incident, and the absence of any pattern of such sexual misconduct by Judge Kavanaugh undercut the reliability of her version of the incident	Doubt
For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect	Appeal_to_Authority
their standard contemptible, obstructionist tactics	Loaded_Language
assassinate Judge Kavanaugh’s character	Slogans
gave the serial sexual predator Bill Clinton a free pass because his policies were in line with their ideology	Causal_Oversimplification
reeks	Loaded_Language
why didn't Senator Feinstein set the ball rolling back in July when she first received word of the allegation	Doubt
no low to which the Democrats will not sink	Loaded_Language
nefarious goals	Loaded_Language
strengthening America and protecting Americans	Flag-Waving
Democrats Want Us To Believe All Women…Unless They’re Accusing Keith Ellison, Bill Clinton, Al Franken Or George Soros	Black-and-White_Fallacy
This is clearly a set-up	Causal_Oversimplification
a good man	Name_Calling,Labeling
boys will be boys	Slogans
it falls far short of the evidence against virtually any other politician or celebrity who has faced consequences	Exaggeration,Minimisation
and if six years ago she told the therapist four men and says two men now, that suggests that her memory of the event may be suspect	Doubt
stumbling drunk	Loaded_Language
I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails	Appeal_to_Authority
extremely skeptical	Loaded_Language
What a surprise	Loaded_Language
lefty groups	Name_Calling,Labeling
latest smear	Loaded_Language
Open Society Foundation tentacles	Name_Calling,Labeling
non-partisan watchdog	Name_Calling,Labeling
Dem donor	Name_Calling,Labeling
My biggest concern is all the damage that this did to the U.S. government [and] the mockery it made out of the Constitution and all of the wrongdoing that was done by various officials within the Department of Justice, the FBI and the DNC [Democratic National Committee	Flag-Waving
so incredibly stupid to begin with	Exaggeration,Minimisation
panicking right about now	Loaded_Language
the feds	Name_Calling,Labeling
disgraced FBI figures	Name_Calling,Labeling
the mockery it made out of the Constitution	Loaded_Language
and all of the wrongdoing that was done by various officials within the Department of Justice, the FBI and the DNC [Democratic National Committee	Doubt
the monster once known as Cardinal McCarrick	Name_Calling,Labeling
a preening, Internet-created neo-Catholic doyenne	Name_Calling,Labeling
a power-mad ecclesiastical tyrant	Name_Calling,Labeling
Bergoglio’s very presence on the Chair of Peter is a grave threat to the common good of the Church and the integrity of the Faith	Appeal_to_fear-prejudice
the former apostolic nuncio-turned-whistleblower	Name_Calling,Labeling
Everything depends on it	Exaggeration,Minimisation
insane drive to shatter the Church’s bimillennial discipline	Loaded_Language
rightly incensed	Loaded_Language
Does Francis know he sounds like an abuser	Bandwagon,Reductio_ad_hitlerum
was covering for McCarrick, big time	Exaggeration,Minimisation
promulgating heresy	Loaded_Language
Either the human element of the Church will act according to the means which seem possible, however extraordinary, or Heaven itself will intervene	Black-and-White_Fallacy
damning indictment	Loaded_Language
that serial homosexual rapist	Name_Calling,Labeling
crude and often unprintable invective	Loaded_Language
unload on Pope Bergoglio	Loaded_Language
the corrupt Benedict IX	Name_Calling,Labeling
disgrace to the Chair of Peter	Name_Calling,Labeling
Pope Francis is sounding more and more like the men who abused them	Bandwagon,Reductio_ad_hitlerum
He’s sounding like the men who hid that abuse from the world, who taught their victims to blame themselves, who used spiritual pressure to persuade them and their families that it would actually be wrong, sinful, to defend themselves	Bandwagon,Reductio_ad_hitlerum
a Christlike victim	Name_Calling,Labeling
healing and reconciliation will only come if we take a hard look at our own flaws	Whataboutism,Straw_Men,Red_Herring
To the victims of the Church, and to those who love them, it sounds like he is saying, “Who do you think you are? I don’t have to explain myself to you. You’re the guilty one. You brought this on yourself. If you want to be loved, then know your place. I’m the victim, here, not you. If you know what’s good for you, keep your mouth shut	Causal_Oversimplification
This is how abusers talk	Bandwagon,Reductio_ad_hitlerum
Fisher knows that Francis knows it, even if she still cannot bring herself to say explicitly what should now be apparent to the entire body of the faithful	Causal_Oversimplification
those loathsome traditionalists	Name_Calling,Labeling
this man who promised so much fresh air is really so intent on slamming doors shut before we find out even worse things hidden inside	Loaded_Language
relentless assault	Loaded_Language
risk everything	Exaggeration,Minimisation
The Dictator Pope	Name_Calling,Labeling
By what possible stretch of the imagination would such an occupant be suited for the Chair of Peter	Doubt
Bergoglio will not, of course, resign. He will cling to power with his last breath in order to carry out the many other acts of ecclesial subversion he clearly has in mind	Causal_Oversimplification
the plague of Bergoglio	Loaded_Language
the execrable Benedict IX	Name_Calling,Labeling
the interloper Sylvester III	Name_Calling,Labeling
the well-intentioned but dimwitted Gregory VI	Name_Calling,Labeling
a pious and austere Christian and an exponent of the Cluniac spirit of reform	Name_Calling,Labeling
stripped of his sacerdotal rank and shut up in a monastery	Loaded_Language
the scurrilous Benedict IX	Name_Calling,Labeling
to dispel the pious fable	Loaded_Language
has exploited to the hilt	Loaded_Language
the leader of a personality cult everyone is commanded to “love” (in the superficially emotional sense) and obey no matter what he says or does	Name_Calling,Labeling
a custodian and defender of the Deposit of Faith whose lovability, personality and opinions are utterly irrelevant to the exercise and scope of his office	Name_Calling,Labeling
There are too many contrary instances of popes the Holy Spirit obviously would not have picked!” Bergoglio is undeniably one of them	Doubt
the incalculable damage	Exaggeration,Minimisation
that monster	Name_Calling,Labeling
the massive evidence of his unspeakable crimes	Exaggeration,Minimisation
in accordance with Article 81 of John Paul II’s Universi Dominici Gregis, which provides: The Cardinal electors shall further abstain from any form of pact, agreement, promise or other commitment of any kind which could oblige them to give or deny their vote to a person or persons. If this were in fact done, even under oath, I decree that such a commitment shall be null and void and that no one shall be bound to observe it; and I hereby impose the penalty of excommunication latae sententiae upon those who violate this prohibition	Appeal_to_Authority
To quote Cajetan on this point (citations taken from the linked article by Robert Siscoe), deposition by an imperfect council is appropriate “when one or more Popes suffer uncertainty with regard to their election, as seems to have arisen in the schism of Urban VI and others. Then, lest the Church be perplexed, those members of the Church who are available have the power to judge which is the true pope, if it can be known, and if it cannot be known, [it has] the power to provide that the electors agree on one or another of them	Appeal_to_Authority
Bergoglio has deposed himself by promulgating heresy, fracturing the Church’s universal discipline respecting marriage and the Eucharist, and undermining the teaching of even his own immediate predecessors on matters of fundamental morality upheld by the Magisterium for two millennia	Doubt
a Pope who relentlessly attacks her very foundations	Doubt
To quote Cajetan again: “Indeed the Church has the right to separate herself from an heretical pope according to divine law. Consequently, it has the right, by the same divine law, to use all means of themselves necessary for such separation; and those that juridically correspond to the crime, are of themselves necessary”—meaning the resort to an imperfect council	Appeal_to_Authority
the totally unprecedented situation	Exaggeration,Minimisation
And are we not in the midst of schisms already, provoked by none other than Bergoglio himself, whose insane drive to shatter the Church’s bimillennial discipline has produced the totally unprecedented situation in which what is still considered mortally sinful in one diocese is an imperative of “mercy” in another	Doubt
the negligence of time-serving pastors who left their sheep completely undefended against the wolves who preyed upon them	Loaded_Language
the wolf the cardinals improvidently elected Pope	Name_Calling,Labeling
the bishops and, above all, the Successor of Peter fail to maintain and transmit faithfully and in unity the deposit of faith contained in Sacred Tradition and Sacred Scripture	Doubt
a Pope who, as a prominent cardinal declares to the whole world, “fail[s] to maintain and transmit faithfully … the deposit of faith contained in Sacred Tradition and Sacred Scripture” and is leading “an apostasy from the truth	Doubt
a papal malefactor, treated as if were an absolute dictator	Name_Calling,Labeling
It seems absurd	Loaded_Language
wreaking havoc upon faith and morals	Loaded_Language
to the detriment of countless souls	Exaggeration,Minimisation
to end his rampage	Loaded_Language
The successors of the Apostles, the only ones in a position to end his rampage, must demand his resignation and, should he refuse as expected, act in this unprecedented emergency to declare his removal from the office he has criminally abused and whose very credibility he threatens to destroy	Appeal_to_fear-prejudice
during the height of the worst crisis in her history	Exaggeration,Minimisation
cunning	Loaded_Language
This is how abusers talk. They’re not content with power; they have to keep their victims doubting and blaming themselves constantly, so they don’t become a threat. Whether Francis knows it or not, this is how he sounds	Doubt
But he is not making it easy. I am not saying he is an abuser. But he sounds like one	Doubt
utterly	Loaded_Language
unspeakable	Loaded_Language
this is one of the great scandals in the history of our country	Exaggeration,Minimisation
nameless, faceless bureaucrats of the Deep State	Name_Calling,Labeling
the Gang of Eight	Name_Calling,Labeling
a brazen abuse of power	Loaded_Language
has been blasting	Loaded_Language
endless fodder	Exaggeration,Minimisation
the DNC paid rent-a-spy	Name_Calling,Labeling
The authors of the letter even lie about the nature of the broad-based request, claiming Trump is selectively declassifying information to save himself	Doubt
the Deep State Plotters	Name_Calling,Labeling
as a “hoax	Name_Calling,Labeling
one of the “crowning achievements” of his presidency	Loaded_Language
this might be the most important thing	Exaggeration,Minimisation
who nobody even knew	Exaggeration,Minimisation
used Carter Page as a foil	Loaded_Language
It’s a hoax, beyond a witch hunt	Name_Calling,Labeling
disgraced ex-FBI employees	Name_Calling,Labeling
Although the conspiracy theory is baseless nonsense, it continues to dog the Trump administration	Loaded_Language
Trump defenders	Name_Calling,Labeling
prove a political masterstroke	Loaded_Language
the duly elected 45th president of the United States	Name_Calling,Labeling
so much leftist dirt	Loaded_Language
shameful un-American plot	Loaded_Language
with whom she was having an extramarital affair at the time	Whataboutism,Straw_Men,Red_Herring
something cryptic	Loaded_Language
Trump’s nefarious links to Russia	Loaded_Language
and let the chips fall where they may	Loaded_Language
hailed Trump’s order	Loaded_Language
alarmed at the prospect of being exposed as frauds and publicly humiliated	Loaded_Language
an attempt to usurp the powers vested in the president	Loaded_Language
to defy the presidential directive	Loaded_Language
got the axe	Loaded_Language
canned	Loaded_Language
unaccountable Deep State operatives	Name_Calling,Labeling
What we’ve done is a great service to the country, really	Flag-Waving
hoax, beyond a witch hunt	Exaggeration,Minimisation
baseless nonsense	Name_Calling,Labeling
profound alarm	Loaded_Language
Deep State officials	Name_Calling,Labeling
are in panic mode	Loaded_Language
Deep State DOJ tool	Name_Calling,Labeling
Deep State	Repetition
Deep State Insurrection	Name_Calling,Labeling
a two year, multi-million dollar witch hunt	Name_Calling,Labeling
The US President wants every American citizen to see the full, unredacted version of the FISA documents used to spy on Carter Page	Flag-Waving
the hoax that was and is Trump-Russia collusion	Loaded_Language
are doing everything in their power to make sure the truth, about how the FISA warrant to spy on Carter Page was obtained, remains hidden from the eyes of the American public	Flag-Waving
twice-demoted DOJ official	Name_Calling,Labeling
The FBI’s spy	Name_Calling,Labeling
confidential informant (spy	Name_Calling,Labeling
demanding that the agencies defy President Trump	Loaded_Language
the Gang of Eight	Name_Calling,Labeling
malicious agenda	Loaded_Language
as weak and ridiculous as they are	Loaded_Language
hurl the wild claims like a grenade	Loaded_Language
lawyers are masters of delay	Name_Calling,Labeling
obviously unbalanced the accuser is	Loaded_Language
I think he's an extraordinary man – I think he's a man of great intellect, as I've been telling you, and he has an unblemished record	Appeal_to_Authority
obscene and violent	Loaded_Language
hoping to torpedo President Trump’s agenda	Loaded_Language
her lawyer is “even loonier	Doubt
never-credible accusations of sexual abuse	Doubt
They deliberately refused to bring up the allegations, as weak and ridiculous as they are, at Kavanaugh’s Senate confirmation hearings because they didn’t want to have a rational discussion	Causal_Oversimplification
social justice warrior-lawyers	Name_Calling,Labeling
a staunch conservative	Name_Calling,Labeling
Left-wingers	Name_Calling,Labeling
utter nonsense	Loaded_Language
she is going to look like the loon she is	Doubt
look like the loon she is	Loaded_Language
even loonier	Loaded_Language
Ford’s request for an FBI probe is “clearly a desire to delay proceedings	Causal_Oversimplification
an excellent job destroying herself	Loaded_Language
high-stakes behind-the-scenes jockeying	Loaded_Language
the loon she is	Name_Calling,Labeling
If Kavanaugh Is Not Confirmed By Senate, Then We Are All Just One Accusation Away From Ruin	Appeal_to_fear-prejudice
Without a shred of evidence	Exaggeration,Minimisation
being smeared	Loaded_Language
political lynch mob out for blood	Name_Calling,Labeling
I worry about this country	Flag-Waving
highly partisan, activist attorney	Name_Calling,Labeling
bent over backwards	Loaded_Language
What is happening in the Brett Kavanaugh nomination process should concern every American	Flag-Waving
scatter like mice	Loaded_Language
shatter her credibility	Loaded_Language
I fear for this nation when this is now the standard	Flag-Waving
Why not Monday? Does she have an important dentist appointment she can't get out of	Doubt
Democrats want to delay this vote until after the midterms because they believe they have a chance to retake the Senate as well as the House	Causal_Oversimplification
even a mediocre defense attorney could shatter her credibility within minutes under cross-examination	Doubt
You believe any woman who goes against a Republican and you don't believe any woman who goes against a Democrat	Black-and-White_Fallacy
they're zealous	Loaded_Language
I don’t care who you are	Loaded_Language
chose to sit on it until the moment it could inflict maximum political damage	Causal_Oversimplification
"overestimating the integrity of the ""supportive"" lawmakers and lawyers currently handling her"	Doubt
"supportive"" lawmakers and lawyers"	Name_Calling,Labeling
sensitive lawmakers and high profile, activist attorneys	Name_Calling,Labeling
If this had been such a pivotal moment for her, how could she have forgotten any those facts	Doubt
In no circumstance in the country does that happen	Flag-Waving
You didn’t give a damn back then	Loaded_Language
If you want the FBI to go back that far @[email protected] to investigate Ford’s allegations…. let’s investigate my RAPE allegations against Bill Clinton, too	Whataboutism,Straw_Men,Red_Herring
The Clinton machine	Name_Calling,Labeling
flimsy and meritless accusations	Exaggeration,Minimisation
It’s absurd	Loaded_Language
had a blunt message for Sen. Dianna Feinstein about the supposed “due process” that needs to be given to Brett Kavanaugh’s accuser, and it’s one that goes like this: Where was mine	Whataboutism,Straw_Men,Red_Herring
Oh my gosh	Loaded_Language
She pointed to the discrepancy between Democratic lack of interest in her case and the party’s outrage over allegations of sexual assault leveled last week against Mr. Kavanaugh	Whataboutism,Straw_Men,Red_Herring
lashed out	Loaded_Language
You, Dicky Durban [sic], are a complete FRAUD	Doubt
if Senate Democrats want the FBI to investigate the 36-year-old accusations against Mr. Kavanaugh, they should reopen her 40-year-old case, too	Whataboutism,Straw_Men,Red_Herring
never	Repetition
I’ve found every single piece of information	Exaggeration,Minimisation
flimsy and meritless	Loaded_Language
complete FRAUD	Loaded_Language
act like children	Loaded_Language
They kick and scream and lie and pout	Loaded_Language
a bunch of well-documented liars	Name_Calling,Labeling
such a pathetic attempt at a smear campaign	Loaded_Language
Trump-hating woman	Name_Calling,Labeling
ambiguous-at-best	Exaggeration,Minimisation
Documented Liars	Name_Calling,Labeling
Drain the Swamp	Slogans
what on Earth	Loaded_Language
President Trump is the anti-politician	Name_Calling,Labeling
pro-life judge	Name_Calling,Labeling
taken together as a whole, it’s far too suspicious to lend it any credibility	Doubt
every time there's a man that you don't like running for public office or being nominated for a position, some woman crawls out from a line of protesters and makes an ambiguous-at-best claim about unwanted sexual advances	Causal_Oversimplification
crawls out	Loaded_Language
next time a man is nominated to a position who really has committed a crime, people will be that much less likely to believe his accuser	Appeal_to_fear-prejudice
Way to go	Loaded_Language
Women everywhere should be furious	Exaggeration,Minimisation
regular Joe American	Name_Calling,Labeling
they dig up some Trump-hating woman from Kavanaugh’s past and convince her to say that he assaulted her thinking that such an allegation will surely delay the vote long enough for them to regain control of Congress	Causal_Oversimplification
Everything else is just noise	Exaggeration,Minimisation
a man promising to Drain the Swamp	Name_Calling,Labeling
devastating	Loaded_Language
Personally, I trust very, very few politicians no matter the party that they claim	Whataboutism,Straw_Men,Red_Herring
bent over backwards	Loaded_Language
This charade	Loaded_Language
worse than a travesty	Exaggeration,Minimisation
completely destroy Judge Kavanaugh’s life	Exaggeration,Minimisation
pulling out all the stops	Loaded_Language
suddenly emerged from left field	Loaded_Language
Haters of Judge Kavanaugh	Name_Calling,Labeling
character assassination	Slogans
ready to pounce	Loaded_Language
character assassination	Repetition
continue to bludgeon	Loaded_Language
the Kavanaugh haters	Name_Calling,Labeling
elitist boys’ school	Name_Calling,Labeling
Kavanaugh Derangement Syndrome	Slogans
Me Too” movement	Name_Calling,Labeling
simply because Ms. Ford is a woman who has made what they call, without any corroborating evidence to date, a “credible” charge	Causal_Oversimplification
Kavanaugh Derangement Syndrome	Repetition
Judge Kavanaugh’s haters	Repetition
character assassination	Slogans
smears	Loaded_Language
What we do know so far tends to undercut the credibility of Ms. Ford’s accusation	Doubt
Whatever corroboration Ms. Ford was hoping for from “witnesses” she claimed were at the alleged party is non-existent	Doubt
The only problem with Dr. Friedman’s thesis is that Ms. Ford has apparently forgotten such key details surrounding the alleged sexual assault as when and where it happened and how she got home	Doubt
she doubts Judge Kavanaugh’s credibility because of “how he approaches his cases	Doubt
I believe her because she is telling the truth and you know it by her story	Appeal_to_Authority
turns the fundamental constitutional principle of due process upside down	Flag-Waving
In a nation guided by fairness and law, a person is innocent until proven guilty	Flag-Waving
Left’s Show Trial	Name_Calling,Labeling
materialized out of thin air	Loaded_Language
Suspiciously, Ford can’t –or won’t— say when or where the alleged incident happened and can provide few details	Doubt
gaming the system	Loaded_Language
Give left-wingers an inch and they’ll take a mile	Exaggeration,Minimisation
left-wingers	Name_Calling,Labeling
smear	Loaded_Language
media-savvy sleazeball lawyer	Name_Calling,Labeling
exactly a zero percent chance	Exaggeration,Minimisation
the lame-duck	Loaded_Language
reeks of	Loaded_Language
customary preemptive cringe	Loaded_Language
Creepy Lawyer	Name_Calling,Labeling
find the stomach to put an end to the farce	Loaded_Language
a grotesque inversion	Loaded_Language
absurd show trial	Name_Calling,Labeling
stooped so low with these smears	Loaded_Language
to beclown themselves on	Loaded_Language
obviously partisan and hypocritical	Loaded_Language
Victorian hothouse flowers	Name_Calling,Labeling
who was savaged	Loaded_Language
stop feeding the alligator in the hopes that you will be eaten last	Loaded_Language
amoral, unfair, or vicious	Loaded_Language
The last-minute accusations from Christine Blasey Ford, a woman who claims that decades ago Kavanaugh groped her at a high school party, and Deborah Ramirez, who accused Kavanaugh of exposing himself to her at a frat party at Yale, are transparent acts of aggression against the judge and Republicans, one engineered by the Democrats	Causal_Oversimplification
the Dems	Name_Calling,Labeling
naked ploy	Loaded_Language
the Dems	Name_Calling,Labeling
is squeal	Loaded_Language
the Dems	Repetition
bullying deadlines	Loaded_Language
vehemently denies	Loaded_Language
her Democrat lawyer	Name_Calling,Labeling
preposterous conditions	Loaded_Language
politicians with one eye on the polls	Name_Calling,Labeling
I am woman, hear me roar	Slogans
our bedrock principle that an accused has the right to confront his accuser’s charges	Flag-Waving
rabid partisans and office-seekers	Name_Calling,Labeling
the Dems	Name_Calling,Labeling
the Dems	Name_Calling,Labeling
the Dems	Name_Calling,Labeling
every accusation of sexual assault, no matter how much it’s unsupported by corroborating evidence or even plausibility, must be believed	Exaggeration,Minimisation
feral sexuality	Loaded_Language
sexual predators	Loaded_Language
The Dems	Name_Calling,Labeling
politically suicidal	Loaded_Language
The Dems	Name_Calling,Labeling
knuckle-dragging Neanderthal sexists	Name_Calling,Labeling
cavalier treatment	Loaded_Language
demonizing them	Loaded_Language
increasingly rabid left-wing base	Name_Calling,Labeling
confirmation circuses	Loaded_Language
caterwauling protestors and grandstanding Senators	Name_Calling,Labeling
attention-craving, politically ambitious Senators	Name_Calling,Labeling
No more	Repetition
the Dems	Name_Calling,Labeling
they will demonize	Loaded_Language
shoot the alligator	Loaded_Language
Her own details of the event don’t jibe (Four boys or three? One girl or two	Doubt
why has Grassley so far allowed himself to be played by the Dems	Doubt
dubious ideology and dishonest narrative	Loaded_Language
trendoid socialists armed with torches and pitch-forks	Name_Calling,Labeling
farce	Loaded_Language
a “mean drunk	Name_Calling,Labeling
ridiculous and from the Twilight Zone	Loaded_Language
creepy porn lawyer	Name_Calling,Labeling
slammed	Loaded_Language
a third rate lawyer	Name_Calling,Labeling
a total low-life	Name_Calling,Labeling
con artist	Name_Calling,Labeling
this other con artist, Avenatti	Name_Calling,Labeling
freaked out	Loaded_Language
Ford is lying or suffering from some kind of psychological disorder such as false memory syndrome	Doubt
Trump-hating media	Name_Calling,Labeling
You can kiss the MIDTERMS goodbye	Loaded_Language
drastically altered my life	Loaded_Language
mud Democrats have been slinging at	Loaded_Language
Avenatti’s Freak Show	Name_Calling,Labeling
have materialized out of thin air	Loaded_Language
character-assassination	Slogans
the enraged Left’s	Name_Calling,Labeling
battens down the hatches	Loaded_Language
gang-raped	Repetition
Trump’s legal tormentor	Name_Calling,Labeling
Avenatti is a third rate lawyer who is good at making false accusations, like he did on me and like he is now doing on Judge Brett Kavanaugh	Doubt
He is just looking for attention and doesn’t want people to look at his past record and relationships	Whataboutism,Straw_Men,Red_Herring
another beauty	Name_Calling,Labeling
another beauty	Name_Calling,Labeling
all-male team	Name_Calling,Labeling
categorically and unequivocally deny	Loaded_Language
I am terrified	Loaded_Language
Brett Kavanaugh, the boy who sexually assaulted me	Name_Calling,Labeling
left-wingers and feminists like Maureen Dowd	Name_Calling,Labeling
utterly undistinguished politically correct scholar	Name_Calling,Labeling
the Left’s frenzied, demagogic assault	Name_Calling,Labeling
the purpose of the Left’s frenzied, demagogic assault is to damage the nominee, and by extension, the president who nominated him	Causal_Oversimplification
You can kiss the MIDTERMS goodbye if you don’t get highly qualified Kavanaugh approved	Appeal_to_fear-prejudice
high-tech lynching for uppity blacks	Name_Calling,Labeling
a 4-page bombshell	Loaded_Language
How can one avoid concluding that the reason they do not provide the documentation is that they know it confirms my testimony	Doubt
voice crying in the wilderness	Loaded_Language
for that martyr Church	Loaded_Language
I wish to encourage you, dear faithful, my brothers and sisters in Christ	Flag-Waving
the most courageous prelate in the Church today—Archbishop Carlo Maria Viganò	Exaggeration,Minimisation
a “substitute of our Lord	Name_Calling,Labeling
This is clearly the testimony of an honest man who has only the good of the Church in his heart—a modern-day Athanasius standing against something so much worse than Liberius	Causal_Oversimplification
an honest man who has only the good of the Church in his heart	Name_Calling,Labeling
standing against something so much worse than Liberius	Exaggeration,Minimisation
the most dangerous pontificate in history	Exaggeration,Minimisation
the forces of hell itself	Loaded_Language
Archbishop Viganò is fighting for the very survival of the human element of the Catholic Church	Exaggeration,Minimisation
wish him every blessing and heavenly consolation as he undergoes this passion for the sake of the Master he serves so well	Loaded_Language
the most painful and serious decision that I have ever made in my life	Exaggeration,Minimisation
during months of profound suffering and anguish, during a crescendo of continual news of terrible events, with thousands of innocent victims destroyed and the vocations and lives of young priests and religious disturbed	Exaggeration,Minimisation
a devastating crime for the Church	Loaded_Language
shocking facts	Loaded_Language
how perverse and evil	Loaded_Language
the great accuser, Satan, who sows scandal and division in the Church	Name_Calling,Labeling
Now, the pope’s reply to my testimony was: “I will not say a word!” But then, contradicting himself, he has compared his silence to that of Jesus in Nazareth and before Pilate	Doubt
But how can journalists discover and know the truth if those directly involved with a matter refuse to answer any questions or to release any documents	Doubt
Many more instances have recently been documented in the press, showing that Pope Francis has defended homosexual clergy who committed serious sexual abuses against minors or adults	Doubt
The faithful deserve to know	Flag-Waving
two homosexual “friends” of his dicastery	Name_Calling,Labeling
His long article in L’Osservatore Romano, in which he came out in favor of the more controversial aspects of Amoris Laetitia, represents his surrender	Causal_Oversimplification
the old dragon	Name_Calling,Labeling
Make your own the act of faith and complete confidence in Christ Jesus, our Savior, of Saint Paul in his second Letter to Timothy, Scio cui credidi, which I choose as my episcopal motto. This is a time of repentance, of conversion, of prayers, of grace, to prepare the Church, the bride of the Lamb, ready to fight and win with Mary the battle against the old dragon	Flag-Waving
the most courageous prelate in the Church today	Name_Calling,Labeling
a modern-day Athanasius standing against something so much worse than Liberius	Name_Calling,Labeling
The enemy is not only at the gates but has now made their way to the thrones of power and the seats of the Apostles. God help us	Appeal_to_fear-prejudice
profound suffering and anguish	Loaded_Language
crescendo of continual news of terrible events	Loaded_Language
instead of taking the measures that every good pastor would have taken, the pope made McCarrick one of his principal agents in governing the Church, in regard to the United States, the Curia, and even China, as we are seeing these days with great concern and anxiety for that martyr Church	Doubt
The pope’s unwillingness to respond to my charges and his deafness to the appeals by the faithful for accountability are hardly consistent with his calls for transparency and bridge building	Doubt
did the pope refuse to carry out a Vatican investigation into McCarrick’s crimes and of those responsible for covering them up	Doubt
constitution-hating and tyrannical tendencies	Loaded_Language
a mudslinging orgy of victim shaming and kangaroo courts	Loaded_Language
it is just fine and dandy	Loaded_Language
Gestapo like police state surveilling	Name_Calling,Labeling
champion of the police and surveillance state and an enemy to privacy	Name_Calling,Labeling
to be executed over the sex abuse allegations	Loaded_Language
his record indicates that he all but cannot stand the Fourth and he’s not that big a fan of the First either	Doubt
he shouldn’t even be in this position based solely on his previous record	Doubt
Seriously	Loaded_Language
Gestapo like police state	Bandwagon,Reductio_ad_hitlerum
The only question is will the Senate confirm one who is really bad on the #4thAmendment	Doubt
blindly supporting him	Loaded_Language
When Kavanaugh is on the Supreme Court, undermining our #4thAmendment right against unreasonable searches and seizures, it will be too late for others to join me	Appeal_to_fear-prejudice
enemy of the Fourth Amendment	Name_Calling,Labeling
Privacy advocates must fight	Appeal_to_Authority
Unleashes Firestorm	Loaded_Language
relentless assault	Loaded_Language
I hope the American people can see through this sham, that you knew about it and you held it	Flag-Waving
blasted Democrats for their attacks on him	Loaded_Language
sham	Loaded_Language
Boy, y'all want power. Boy, I hope you never get it	Loaded_Language
"Most Unethical Sham"" Since He's Been In Politics"	Exaggeration,Minimisation
believing every word of Dr. Christine Ford without any evidence	Exaggeration,Minimisation
What you want to do is destroy this guy's life, hold this seat open, and hope you win in 2020	Causal_Oversimplification
the most unethical sham since I've been in politics	Exaggeration,Minimisation
been through hell	Loaded_Language
through hell and then some	Loaded_Language
Most Unethical Sham	Name_Calling,Labeling
Sham	Loaded_Language
What you want to do is destroy this guy's life	Exaggeration,Minimisation
the most unethical sham	Name_Calling,Labeling
sham	Loaded_Language
total sham	Loaded_Language
ridiculous overall story	Loaded_Language
I hope the American people can see through this sham	Flag-Waving
circus atmosphere	Loaded_Language
porn star lawyers	Name_Calling,Labeling
this is worse than Robert Bork, and I didn't think it could get any worse than that. This is worse than Clarence Thomas. I didn't think it could get any worse than that. This is a national disgrace, the way you're being treated	Exaggeration,Minimisation
This is a national disgrace, the way you're being treated	Flag-Waving
perpetually vulnerable red-state senator	Name_Calling,Labeling
sham	Loaded_Language
worse	Repetition
character assassination	Slogans
search and destroy strategy	Name_Calling,Labeling
trembled with righteous indignation	Loaded_Language
last-minute smears	Loaded_Language
